review_id,service_id,review_text,claim_type
2861,8,I felt very comfortable during the Dental Cleaning. The procedure was seamless.,Counterclaim
2862,7,I felt very comfortable during the Flu Shot. The procedure was seamless.,Claim
2863,2,I felt well-cared for during my General Checkup procedure.,Counterclaim
2864,7,The staff made the Flu Shot process easy and stress-free.,Counterclaim
2865,5,"The Physical Therapy was painful, and I wouldn't recommend it to anyone.",Evidence
2866,10,My Chiropractic Adjustment experience was frustrating. I had to wait for a long time.,Rebuttal
2867,1,The staff made the X-ray Imaging process easy and stress-free.,Counterclaim
2868,3,The Blood Test was exactly what I needed to feel better.,Claim
2869,9,The staff made the Mental Health Counseling process easy and stress-free.,Claim
2870,2,I had a great experience with the General Checkup. The staff was very helpful.,Evidence
2871,2,I felt rushed through the General Checkup. It wasn’t personalized at all.,Counterclaim
2872,4,The Vaccination was exactly what I needed to feel better.,Claim
2873,6,I felt rushed through the MRI Scan. It wasn’t personalized at all.,Counterclaim
2874,8,Everything about the Dental Cleaning went smoothly and as expected.,Claim
2875,2,Everything about the General Checkup went smoothly and as expected.,Evidence
2876,6,"The staff didn’t explain the MRI Scan procedure well, which left me confused.",Rebuttal
2877,2,The General Checkup was quick and painless. Highly recommend it.,Rebuttal
2878,1,I don’t think the X-ray Imaging was necessary. It didn’t help at all.,Claim
2879,5,The Physical Therapy didn't meet my expectations at all.,Counterclaim
2880,3,I felt rushed through the Blood Test. It wasn’t personalized at all.,Counterclaim
2881,10,"The Chiropractic Adjustment was painful, and I wouldn't recommend it to anyone.",Counterclaim
2882,9,Everything about the Mental Health Counseling went smoothly and as expected.,Rebuttal
2883,9,My Mental Health Counseling experience was frustrating. I had to wait for a long time.,Evidence
2884,3,I had an awful experience with the Blood Test. The staff was rude.,Evidence
2885,2,"The staff didn’t explain the General Checkup procedure well, which left me confused.",Counterclaim
2886,10,I don’t think the Chiropractic Adjustment was necessary. It didn’t help at all.,Evidence
2887,7,The Flu Shot didn't meet my expectations at all.,Claim
2888,7,"The Flu Shot was painful, and I wouldn't recommend it to anyone.",Counterclaim
2889,9,I felt very comfortable during the Mental Health Counseling. The procedure was seamless.,Claim
2890,3,The Blood Test was thorough and informative. Great service.,Evidence
2891,3,The Blood Test was thorough and informative. Great service.,Counterclaim
2892,1,The X-ray Imaging was quick and painless. Highly recommend it.,Claim
2893,8,"The staff didn’t explain the Dental Cleaning procedure well, which left me confused.",Claim
2894,6,I had an awful experience with the MRI Scan. The staff was rude.,Rebuttal
2895,2,I appreciated the clarity of the process during the General Checkup.,Evidence
2896,4,I appreciated the clarity of the process during the Vaccination.,Claim
2897,3,"The Blood Test was painful, and I wouldn't recommend it to anyone.",Evidence
2898,7,I don’t think the Flu Shot was necessary. It didn’t help at all.,Claim
2899,8,My Dental Cleaning experience was frustrating. I had to wait for a long time.,Counterclaim
2900,4,"The Vaccination took way too long, and I felt uncomfortable throughout.",Evidence
2901,1,"The X-ray Imaging took way too long, and I felt uncomfortable throughout.",Rebuttal
2902,1,The X-ray Imaging was thorough and informative. Great service.,Evidence
2903,7,The Flu Shot didn't meet my expectations at all.,Rebuttal
2904,5,"I was not satisfied with the Physical Therapy results, it didn’t work for me.",Rebuttal
2905,9,The Mental Health Counseling was thorough and informative. Great service.,Evidence
2906,4,I felt well-cared for during my Vaccination procedure.,Evidence
2907,8,"The Dental Cleaning was done with precision, and I felt at ease.",Counterclaim
2908,2,I appreciated the clarity of the process during the General Checkup.,Rebuttal
2909,7,The staff made the Flu Shot process easy and stress-free.,Rebuttal
2910,8,The Dental Cleaning was quick and painless. Highly recommend it.,Counterclaim
2911,9,The Mental Health Counseling was thorough and informative. Great service.,Evidence
2912,8,"I was not satisfied with the Dental Cleaning results, it didn’t work for me.",Rebuttal
2913,3,I don’t think the Blood Test was necessary. It didn’t help at all.,Counterclaim
2914,5,"The Physical Therapy took way too long, and I felt uncomfortable throughout.",Counterclaim
2915,7,The Flu Shot was conducted efficiently and professionally.,Counterclaim
2916,5,The staff made the Physical Therapy process easy and stress-free.,Rebuttal
2917,4,"The Vaccination was done with precision, and I felt at ease.",Evidence
2918,1,"The X-ray Imaging took way too long, and I felt uncomfortable throughout.",Rebuttal
2919,8,"I was not satisfied with the Dental Cleaning results, it didn’t work for me.",Counterclaim
2920,6,I appreciated the clarity of the process during the MRI Scan.,Claim
2921,1,The X-ray Imaging was quick and painless. Highly recommend it.,Claim
2922,5,"The Physical Therapy was done with precision, and I felt at ease.",Evidence
2923,3,I appreciated the clarity of the process during the Blood Test.,Evidence
2924,1,"The X-ray Imaging was done with precision, and I felt at ease.",Evidence
2925,8,I appreciated the clarity of the process during the Dental Cleaning.,Counterclaim
2926,7,"The Flu Shot was done with precision, and I felt at ease.",Rebuttal
2927,5,The Physical Therapy didn't meet my expectations at all.,Evidence
2928,2,I felt well-cared for during my General Checkup procedure.,Rebuttal
2929,3,The staff made the Blood Test process easy and stress-free.,Rebuttal
2930,7,The Flu Shot was thorough and informative. Great service.,Rebuttal
2931,9,The Mental Health Counseling was conducted efficiently and professionally.,Rebuttal
2932,8,"I was not satisfied with the Dental Cleaning results, it didn’t work for me.",Counterclaim
2933,5,The Physical Therapy was thorough and informative. Great service.,Evidence
2934,2,The General Checkup was quick and painless. Highly recommend it.,Evidence
2935,3,The staff made the Blood Test process easy and stress-free.,Claim
2936,10,The staff made the Chiropractic Adjustment process easy and stress-free.,Evidence
2937,2,I had an awful experience with the General Checkup. The staff was rude.,Claim
2938,6,The MRI Scan was quick and painless. Highly recommend it.,Claim
2939,8,The staff made the Dental Cleaning process easy and stress-free.,Rebuttal
2940,4,I felt very comfortable during the Vaccination. The procedure was seamless.,Claim
2941,7,I don’t think the Flu Shot was necessary. It didn’t help at all.,Rebuttal
2942,2,I appreciated the clarity of the process during the General Checkup.,Rebuttal
2943,8,"The Dental Cleaning was painful, and I wouldn't recommend it to anyone.",Evidence
2944,2,The General Checkup was quick and painless. Highly recommend it.,Claim
2945,1,"The X-ray Imaging was painful, and I wouldn't recommend it to anyone.",Rebuttal
2946,8,I had a great experience with the Dental Cleaning. The staff was very helpful.,Counterclaim
2947,9,My Mental Health Counseling experience was frustrating. I had to wait for a long time.,Counterclaim
2948,7,"The Flu Shot was done with precision, and I felt at ease.",Evidence
2949,1,The X-ray Imaging was exactly what I needed to feel better.,Counterclaim
2950,3,My Blood Test experience was frustrating. I had to wait for a long time.,Evidence
2951,4,The Vaccination was conducted efficiently and professionally.,Counterclaim
2952,9,"The staff didn’t explain the Mental Health Counseling procedure well, which left me confused.",Counterclaim
2953,7,Everything about the Flu Shot went smoothly and as expected.,Rebuttal
2954,7,The Flu Shot was quick and painless. Highly recommend it.,Rebuttal
2955,2,My General Checkup experience was frustrating. I had to wait for a long time.,Rebuttal
2956,5,"The Physical Therapy was done with precision, and I felt at ease.",Claim
2957,9,I appreciated the clarity of the process during the Mental Health Counseling.,Claim
2958,6,"The staff didn’t explain the MRI Scan procedure well, which left me confused.",Evidence
2959,6,I appreciated the clarity of the process during the MRI Scan.,Evidence
2960,2,I had an awful experience with the General Checkup. The staff was rude.,Rebuttal
2961,10,I don’t think the Chiropractic Adjustment was necessary. It didn’t help at all.,Counterclaim
2962,4,The staff made the Vaccination process easy and stress-free.,Rebuttal
2963,5,"The Physical Therapy took way too long, and I felt uncomfortable throughout.",Claim
2964,6,"The staff didn’t explain the MRI Scan procedure well, which left me confused.",Claim
2965,6,I felt rushed through the MRI Scan. It wasn’t personalized at all.,Claim
2966,3,I don’t think the Blood Test was necessary. It didn’t help at all.,Evidence
2967,7,I had an awful experience with the Flu Shot. The staff was rude.,Counterclaim
2968,10,"The Chiropractic Adjustment was done with precision, and I felt at ease.",Rebuttal
2969,7,"I was not satisfied with the Flu Shot results, it didn’t work for me.",Evidence
2970,2,The General Checkup didn't meet my expectations at all.,Claim
2971,10,My Chiropractic Adjustment experience was frustrating. I had to wait for a long time.,Counterclaim
2972,5,I had an awful experience with the Physical Therapy. The staff was rude.,Evidence
2973,3,Everything about the Blood Test went smoothly and as expected.,Counterclaim
2974,9,The Mental Health Counseling didn't meet my expectations at all.,Evidence
2975,4,I had an awful experience with the Vaccination. The staff was rude.,Claim
2976,5,I don’t think the Physical Therapy was necessary. It didn’t help at all.,Rebuttal
2977,5,I had a great experience with the Physical Therapy. The staff was very helpful.,Counterclaim
2978,9,"I was not satisfied with the Mental Health Counseling results, it didn’t work for me.",Rebuttal
2979,10,"I was not satisfied with the Chiropractic Adjustment results, it didn’t work for me.",Claim
2980,4,My Vaccination experience was frustrating. I had to wait for a long time.,Counterclaim
2981,3,"The Blood Test was painful, and I wouldn't recommend it to anyone.",Rebuttal
2982,1,"The staff didn’t explain the X-ray Imaging procedure well, which left me confused.",Claim
2983,10,The Chiropractic Adjustment was quick and painless. Highly recommend it.,Counterclaim
2984,8,The Dental Cleaning didn't meet my expectations at all.,Claim
2985,5,The Physical Therapy was quick and painless. Highly recommend it.,Claim
2986,1,The X-ray Imaging was thorough and informative. Great service.,Counterclaim
2987,5,The Physical Therapy was quick and painless. Highly recommend it.,Evidence
2988,8,The Dental Cleaning didn't meet my expectations at all.,Counterclaim
2989,4,I felt rushed through the Vaccination. It wasn’t personalized at all.,Rebuttal
2990,10,"The staff didn’t explain the Chiropractic Adjustment procedure well, which left me confused.",Counterclaim
2991,2,I felt rushed through the General Checkup. It wasn’t personalized at all.,Evidence
2992,9,The Mental Health Counseling was conducted efficiently and professionally.,Evidence
2993,6,I had a great experience with the MRI Scan. The staff was very helpful.,Rebuttal
2994,8,The staff made the Dental Cleaning process easy and stress-free.,Counterclaim
2995,6,I felt rushed through the MRI Scan. It wasn’t personalized at all.,Claim
2996,9,I felt well-cared for during my Mental Health Counseling procedure.,Counterclaim
2997,10,My Chiropractic Adjustment experience was frustrating. I had to wait for a long time.,Counterclaim
2998,3,"The Blood Test took way too long, and I felt uncomfortable throughout.",Claim
2999,1,I had an awful experience with the X-ray Imaging. The staff was rude.,Counterclaim
3000,8,I felt well-cared for during my Dental Cleaning procedure.,Counterclaim
3001,7,The Flu Shot was conducted efficiently and professionally.,Evidence
3002,2,"The staff didn’t explain the General Checkup procedure well, which left me confused.",Rebuttal
3003,6,I had a great experience with the MRI Scan. The staff was very helpful.,Counterclaim
3004,5,I don’t think the Physical Therapy was necessary. It didn’t help at all.,Rebuttal
3005,9,The Mental Health Counseling was conducted efficiently and professionally.,Claim
3006,4,The Vaccination was conducted efficiently and professionally.,Evidence
3007,4,The Vaccination didn't meet my expectations at all.,Rebuttal
3008,4,Everything about the Vaccination went smoothly and as expected.,Claim
3009,4,I had an awful experience with the Vaccination. The staff was rude.,Rebuttal
3010,7,Everything about the Flu Shot went smoothly and as expected.,Rebuttal
3011,5,I felt very comfortable during the Physical Therapy. The procedure was seamless.,Claim
3012,3,I felt well-cared for during my Blood Test procedure.,Counterclaim
3013,1,The staff made the X-ray Imaging process easy and stress-free.,Evidence
3014,5,I felt well-cared for during my Physical Therapy procedure.,Evidence
3015,2,I don’t think the General Checkup was necessary. It didn’t help at all.,Counterclaim
3016,6,I appreciated the clarity of the process during the MRI Scan.,Rebuttal
3017,4,"The Vaccination took way too long, and I felt uncomfortable throughout.",Counterclaim
3018,4,Everything about the Vaccination went smoothly and as expected.,Evidence
3019,4,The staff made the Vaccination process easy and stress-free.,Rebuttal
3020,8,I don’t think the Dental Cleaning was necessary. It didn’t help at all.,Counterclaim
3021,6,I felt well-cared for during my MRI Scan procedure.,Counterclaim
3022,3,The Blood Test didn't meet my expectations at all.,Counterclaim
3023,7,I had a great experience with the Flu Shot. The staff was very helpful.,Counterclaim
3024,4,I had a great experience with the Vaccination. The staff was very helpful.,Counterclaim
3025,5,Everything about the Physical Therapy went smoothly and as expected.,Evidence
3026,8,I don’t think the Dental Cleaning was necessary. It didn’t help at all.,Claim
3027,10,"The staff didn’t explain the Chiropractic Adjustment procedure well, which left me confused.",Counterclaim
3028,6,The staff made the MRI Scan process easy and stress-free.,Claim
3029,9,The Mental Health Counseling was thorough and informative. Great service.,Rebuttal
3030,8,I felt rushed through the Dental Cleaning. It wasn’t personalized at all.,Counterclaim
3031,8,Everything about the Dental Cleaning went smoothly and as expected.,Counterclaim
3032,1,I appreciated the clarity of the process during the X-ray Imaging.,Claim
3033,5,"The Physical Therapy took way too long, and I felt uncomfortable throughout.",Counterclaim
3034,9,The Mental Health Counseling didn't meet my expectations at all.,Evidence
3035,7,The Flu Shot was quick and painless. Highly recommend it.,Rebuttal
3036,3,The Blood Test was conducted efficiently and professionally.,Counterclaim
3037,1,"The staff didn’t explain the X-ray Imaging procedure well, which left me confused.",Rebuttal
3038,10,"The Chiropractic Adjustment was done with precision, and I felt at ease.",Rebuttal
3039,3,I felt well-cared for during my Blood Test procedure.,Evidence
3040,2,The General Checkup was conducted efficiently and professionally.,Evidence
3041,6,The MRI Scan was thorough and informative. Great service.,Claim
3042,8,I had a great experience with the Dental Cleaning. The staff was very helpful.,Rebuttal
3043,3,I don’t think the Blood Test was necessary. It didn’t help at all.,Counterclaim
3044,7,My Flu Shot experience was frustrating. I had to wait for a long time.,Evidence
3045,8,The staff made the Dental Cleaning process easy and stress-free.,Claim
3046,7,The Flu Shot was quick and painless. Highly recommend it.,Claim
3047,2,The General Checkup didn't meet my expectations at all.,Counterclaim
3048,4,The Vaccination was quick and painless. Highly recommend it.,Evidence
3049,4,The Vaccination was conducted efficiently and professionally.,Evidence
3050,1,The X-ray Imaging didn't meet my expectations at all.,Claim
3051,7,The Flu Shot was conducted efficiently and professionally.,Claim
3052,8,I appreciated the clarity of the process during the Dental Cleaning.,Counterclaim
3053,6,"The MRI Scan took way too long, and I felt uncomfortable throughout.",Rebuttal
3054,3,"The staff didn’t explain the Blood Test procedure well, which left me confused.",Counterclaim
3055,9,"The Mental Health Counseling was painful, and I wouldn't recommend it to anyone.",Rebuttal
3056,8,Everything about the Dental Cleaning went smoothly and as expected.,Counterclaim
3057,8,"The staff didn’t explain the Dental Cleaning procedure well, which left me confused.",Claim
3058,2,I felt rushed through the General Checkup. It wasn’t personalized at all.,Counterclaim
3059,2,I felt well-cared for during my General Checkup procedure.,Claim
3060,8,The Dental Cleaning didn't meet my expectations at all.,Counterclaim
3061,3,I felt well-cared for during my Blood Test procedure.,Claim
3062,6,My MRI Scan experience was frustrating. I had to wait for a long time.,Evidence
3063,7,"I was not satisfied with the Flu Shot results, it didn’t work for me.",Rebuttal
3064,3,I felt well-cared for during my Blood Test procedure.,Counterclaim
3065,7,"The Flu Shot took way too long, and I felt uncomfortable throughout.",Claim
3066,1,The staff made the X-ray Imaging process easy and stress-free.,Claim
3067,4,The Vaccination was conducted efficiently and professionally.,Evidence
3068,3,"The staff didn’t explain the Blood Test procedure well, which left me confused.",Rebuttal
3069,5,I felt very comfortable during the Physical Therapy. The procedure was seamless.,Rebuttal
3070,6,The MRI Scan was conducted efficiently and professionally.,Counterclaim
3071,5,The Physical Therapy was exactly what I needed to feel better.,Evidence
3072,3,The staff made the Blood Test process easy and stress-free.,Evidence
3073,5,The Physical Therapy was conducted efficiently and professionally.,Rebuttal
3074,2,The General Checkup was quick and painless. Highly recommend it.,Evidence
3075,6,My MRI Scan experience was frustrating. I had to wait for a long time.,Rebuttal
3076,6,I appreciated the clarity of the process during the MRI Scan.,Rebuttal
3077,8,The staff made the Dental Cleaning process easy and stress-free.,Claim
3078,7,I don’t think the Flu Shot was necessary. It didn’t help at all.,Counterclaim
3079,10,I had a great experience with the Chiropractic Adjustment. The staff was very helpful.,Claim
3080,7,I felt very comfortable during the Flu Shot. The procedure was seamless.,Claim
3081,4,I felt well-cared for during my Vaccination procedure.,Counterclaim
3082,7,My Flu Shot experience was frustrating. I had to wait for a long time.,Counterclaim
3083,7,"I was not satisfied with the Flu Shot results, it didn’t work for me.",Counterclaim
3084,6,"I was not satisfied with the MRI Scan results, it didn’t work for me.",Claim
3085,7,I felt very comfortable during the Flu Shot. The procedure was seamless.,Rebuttal
3086,7,I felt well-cared for during my Flu Shot procedure.,Evidence
3087,7,The staff made the Flu Shot process easy and stress-free.,Evidence
3088,4,The Vaccination was conducted efficiently and professionally.,Counterclaim
3089,3,"The Blood Test took way too long, and I felt uncomfortable throughout.",Claim
3090,6,I had a great experience with the MRI Scan. The staff was very helpful.,Counterclaim
3091,8,The Dental Cleaning was conducted efficiently and professionally.,Counterclaim
3092,10,I felt rushed through the Chiropractic Adjustment. It wasn’t personalized at all.,Claim
3093,2,The General Checkup was thorough and informative. Great service.,Claim
3094,8,I felt well-cared for during my Dental Cleaning procedure.,Counterclaim
3095,2,I had a great experience with the General Checkup. The staff was very helpful.,Claim
3096,6,I don’t think the MRI Scan was necessary. It didn’t help at all.,Counterclaim
3097,10,"The Chiropractic Adjustment was painful, and I wouldn't recommend it to anyone.",Evidence
3098,8,I appreciated the clarity of the process during the Dental Cleaning.,Counterclaim
3099,8,I felt well-cared for during my Dental Cleaning procedure.,Claim
3100,5,I appreciated the clarity of the process during the Physical Therapy.,Counterclaim
3101,6,"I was not satisfied with the MRI Scan results, it didn’t work for me.",Evidence
3102,1,The X-ray Imaging was conducted efficiently and professionally.,Evidence
3103,8,I don’t think the Dental Cleaning was necessary. It didn’t help at all.,Rebuttal
3104,9,The Mental Health Counseling was quick and painless. Highly recommend it.,Counterclaim
3105,7,"The Flu Shot took way too long, and I felt uncomfortable throughout.",Rebuttal
3106,3,The Blood Test was thorough and informative. Great service.,Rebuttal
3107,6,The MRI Scan was exactly what I needed to feel better.,Claim
3108,3,"The Blood Test was done with precision, and I felt at ease.",Counterclaim
3109,4,Everything about the Vaccination went smoothly and as expected.,Evidence
3110,4,The Vaccination was quick and painless. Highly recommend it.,Counterclaim
3111,5,"The Physical Therapy was done with precision, and I felt at ease.",Counterclaim
3112,5,I felt rushed through the Physical Therapy. It wasn’t personalized at all.,Evidence
3113,7,I felt rushed through the Flu Shot. It wasn’t personalized at all.,Counterclaim
3114,1,The staff made the X-ray Imaging process easy and stress-free.,Rebuttal
3115,9,The Mental Health Counseling was quick and painless. Highly recommend it.,Evidence
3116,8,I don’t think the Dental Cleaning was necessary. It didn’t help at all.,Evidence
3117,6,I appreciated the clarity of the process during the MRI Scan.,Rebuttal
3118,2,The General Checkup was quick and painless. Highly recommend it.,Claim
3119,7,The Flu Shot was exactly what I needed to feel better.,Counterclaim
3120,2,"I was not satisfied with the General Checkup results, it didn’t work for me.",Counterclaim
3121,3,"The Blood Test was done with precision, and I felt at ease.",Claim
3122,8,My Dental Cleaning experience was frustrating. I had to wait for a long time.,Claim
3123,9,The Mental Health Counseling was conducted efficiently and professionally.,Counterclaim
3124,2,The General Checkup was quick and painless. Highly recommend it.,Evidence
3125,1,My X-ray Imaging experience was frustrating. I had to wait for a long time.,Evidence
3126,10,The staff made the Chiropractic Adjustment process easy and stress-free.,Claim
3127,3,I appreciated the clarity of the process during the Blood Test.,Counterclaim
3128,3,I had an awful experience with the Blood Test. The staff was rude.,Rebuttal
3129,7,The Flu Shot didn't meet my expectations at all.,Evidence
3130,2,I felt well-cared for during my General Checkup procedure.,Claim
3131,7,The staff made the Flu Shot process easy and stress-free.,Counterclaim
3132,9,"I was not satisfied with the Mental Health Counseling results, it didn’t work for me.",Claim
3133,9,Everything about the Mental Health Counseling went smoothly and as expected.,Counterclaim
3134,9,"The staff didn’t explain the Mental Health Counseling procedure well, which left me confused.",Rebuttal
3135,4,"The Vaccination took way too long, and I felt uncomfortable throughout.",Counterclaim
3136,1,Everything about the X-ray Imaging went smoothly and as expected.,Rebuttal
3137,1,The staff made the X-ray Imaging process easy and stress-free.,Counterclaim
3138,6,My MRI Scan experience was frustrating. I had to wait for a long time.,Claim
3139,5,The Physical Therapy didn't meet my expectations at all.,Counterclaim
3140,2,The General Checkup didn't meet my expectations at all.,Claim
3141,6,"The MRI Scan was done with precision, and I felt at ease.",Claim
3142,1,My X-ray Imaging experience was frustrating. I had to wait for a long time.,Evidence
3143,10,I appreciated the clarity of the process during the Chiropractic Adjustment.,Claim
3144,6,The staff made the MRI Scan process easy and stress-free.,Counterclaim
3145,8,"The staff didn’t explain the Dental Cleaning procedure well, which left me confused.",Rebuttal
3146,9,The staff made the Mental Health Counseling process easy and stress-free.,Rebuttal
3147,8,The staff made the Dental Cleaning process easy and stress-free.,Evidence
3148,1,I had an awful experience with the X-ray Imaging. The staff was rude.,Counterclaim
3149,1,The X-ray Imaging was exactly what I needed to feel better.,Evidence
3150,3,I had a great experience with the Blood Test. The staff was very helpful.,Claim
3151,9,"The Mental Health Counseling was painful, and I wouldn't recommend it to anyone.",Claim
3152,9,"The Mental Health Counseling was painful, and I wouldn't recommend it to anyone.",Rebuttal
3153,4,The Vaccination was quick and painless. Highly recommend it.,Counterclaim
3154,5,The Physical Therapy was exactly what I needed to feel better.,Counterclaim
3155,10,Everything about the Chiropractic Adjustment went smoothly and as expected.,Evidence
3156,9,"The Mental Health Counseling was done with precision, and I felt at ease.",Claim
3157,9,"I was not satisfied with the Mental Health Counseling results, it didn’t work for me.",Evidence
3158,10,The staff made the Chiropractic Adjustment process easy and stress-free.,Claim
3159,10,The Chiropractic Adjustment was quick and painless. Highly recommend it.,Claim
3160,8,"The Dental Cleaning was painful, and I wouldn't recommend it to anyone.",Counterclaim
3161,3,The staff made the Blood Test process easy and stress-free.,Counterclaim
3162,2,"The General Checkup was painful, and I wouldn't recommend it to anyone.",Claim
3163,10,I don’t think the Chiropractic Adjustment was necessary. It didn’t help at all.,Evidence
3164,4,I had a great experience with the Vaccination. The staff was very helpful.,Claim
3165,7,I appreciated the clarity of the process during the Flu Shot.,Claim
3166,3,I had an awful experience with the Blood Test. The staff was rude.,Evidence
3167,10,I felt well-cared for during my Chiropractic Adjustment procedure.,Claim
3168,8,Everything about the Dental Cleaning went smoothly and as expected.,Counterclaim
3169,6,The MRI Scan was thorough and informative. Great service.,Counterclaim
3170,4,I don’t think the Vaccination was necessary. It didn’t help at all.,Rebuttal
3171,3,The staff made the Blood Test process easy and stress-free.,Claim
3172,6,The MRI Scan was conducted efficiently and professionally.,Evidence
3173,6,"I was not satisfied with the MRI Scan results, it didn’t work for me.",Counterclaim
3174,7,I had a great experience with the Flu Shot. The staff was very helpful.,Counterclaim
3175,7,I felt well-cared for during my Flu Shot procedure.,Counterclaim
3176,4,I had a great experience with the Vaccination. The staff was very helpful.,Rebuttal
3177,1,The X-ray Imaging was conducted efficiently and professionally.,Counterclaim
3178,2,I had a great experience with the General Checkup. The staff was very helpful.,Rebuttal
3179,7,The staff made the Flu Shot process easy and stress-free.,Counterclaim
3180,1,My X-ray Imaging experience was frustrating. I had to wait for a long time.,Counterclaim
3181,10,The Chiropractic Adjustment was quick and painless. Highly recommend it.,Claim
3182,3,The Blood Test was quick and painless. Highly recommend it.,Rebuttal
3183,7,"The Flu Shot took way too long, and I felt uncomfortable throughout.",Claim
3184,9,The Mental Health Counseling was conducted efficiently and professionally.,Rebuttal
3185,6,"I was not satisfied with the MRI Scan results, it didn’t work for me.",Counterclaim
3186,10,"The Chiropractic Adjustment took way too long, and I felt uncomfortable throughout.",Counterclaim
3187,1,The X-ray Imaging was thorough and informative. Great service.,Claim
3188,6,The MRI Scan didn't meet my expectations at all.,Counterclaim
3189,4,"The Vaccination was done with precision, and I felt at ease.",Rebuttal
3190,1,I appreciated the clarity of the process during the X-ray Imaging.,Claim
3191,6,"The MRI Scan was done with precision, and I felt at ease.",Rebuttal
3192,5,The Physical Therapy was exactly what I needed to feel better.,Counterclaim
3193,5,"The staff didn’t explain the Physical Therapy procedure well, which left me confused.",Rebuttal
3194,8,I don’t think the Dental Cleaning was necessary. It didn’t help at all.,Counterclaim
3195,9,The Mental Health Counseling was conducted efficiently and professionally.,Counterclaim
3196,4,"I was not satisfied with the Vaccination results, it didn’t work for me.",Claim
3197,9,I had an awful experience with the Mental Health Counseling. The staff was rude.,Counterclaim
3198,8,The staff made the Dental Cleaning process easy and stress-free.,Evidence
3199,9,I felt rushed through the Mental Health Counseling. It wasn’t personalized at all.,Evidence
3200,8,I felt well-cared for during my Dental Cleaning procedure.,Counterclaim
3201,5,I appreciated the clarity of the process during the Physical Therapy.,Counterclaim
3202,4,The Vaccination was quick and painless. Highly recommend it.,Evidence
3203,10,I felt rushed through the Chiropractic Adjustment. It wasn’t personalized at all.,Rebuttal
3204,2,The General Checkup was exactly what I needed to feel better.,Rebuttal
3205,10,"I was not satisfied with the Chiropractic Adjustment results, it didn’t work for me.",Claim
3206,8,The staff made the Dental Cleaning process easy and stress-free.,Claim
3207,7,The Flu Shot didn't meet my expectations at all.,Counterclaim
3208,3,The Blood Test was thorough and informative. Great service.,Rebuttal
3209,7,The Flu Shot was thorough and informative. Great service.,Rebuttal
3210,8,"The Dental Cleaning took way too long, and I felt uncomfortable throughout.",Rebuttal
3211,5,Everything about the Physical Therapy went smoothly and as expected.,Counterclaim
3212,10,The Chiropractic Adjustment was exactly what I needed to feel better.,Evidence
3213,4,"The Vaccination took way too long, and I felt uncomfortable throughout.",Counterclaim
3214,1,I appreciated the clarity of the process during the X-ray Imaging.,Claim
3215,9,"The Mental Health Counseling took way too long, and I felt uncomfortable throughout.",Counterclaim
3216,7,The staff made the Flu Shot process easy and stress-free.,Rebuttal
3217,8,"The Dental Cleaning took way too long, and I felt uncomfortable throughout.",Claim
3218,4,My Vaccination experience was frustrating. I had to wait for a long time.,Counterclaim
3219,4,The staff made the Vaccination process easy and stress-free.,Evidence
3220,10,"The Chiropractic Adjustment was painful, and I wouldn't recommend it to anyone.",Claim
3221,5,"I was not satisfied with the Physical Therapy results, it didn’t work for me.",Claim
3222,1,"The staff didn’t explain the X-ray Imaging procedure well, which left me confused.",Claim
3223,8,"The Dental Cleaning was painful, and I wouldn't recommend it to anyone.",Rebuttal
3224,4,The staff made the Vaccination process easy and stress-free.,Evidence
3225,6,The MRI Scan was thorough and informative. Great service.,Claim
3226,10,I felt rushed through the Chiropractic Adjustment. It wasn’t personalized at all.,Claim
3227,5,"The Physical Therapy took way too long, and I felt uncomfortable throughout.",Claim
3228,8,I felt rushed through the Dental Cleaning. It wasn’t personalized at all.,Rebuttal
3229,10,I had a great experience with the Chiropractic Adjustment. The staff was very helpful.,Claim
3230,7,I felt well-cared for during my Flu Shot procedure.,Counterclaim
3231,9,Everything about the Mental Health Counseling went smoothly and as expected.,Counterclaim
3232,5,"I was not satisfied with the Physical Therapy results, it didn’t work for me.",Evidence
3233,8,"The Dental Cleaning was done with precision, and I felt at ease.",Counterclaim
3234,10,"The Chiropractic Adjustment was painful, and I wouldn't recommend it to anyone.",Rebuttal
3235,7,"The staff didn’t explain the Flu Shot procedure well, which left me confused.",Counterclaim
3236,3,"The Blood Test took way too long, and I felt uncomfortable throughout.",Counterclaim
3237,5,"I was not satisfied with the Physical Therapy results, it didn’t work for me.",Claim
3238,7,I felt very comfortable during the Flu Shot. The procedure was seamless.,Counterclaim
3239,6,I felt rushed through the MRI Scan. It wasn’t personalized at all.,Counterclaim
3240,9,I appreciated the clarity of the process during the Mental Health Counseling.,Rebuttal
3241,3,The Blood Test was quick and painless. Highly recommend it.,Claim
3242,1,The X-ray Imaging was quick and painless. Highly recommend it.,Rebuttal
3243,6,I don’t think the MRI Scan was necessary. It didn’t help at all.,Claim
3244,10,The Chiropractic Adjustment was exactly what I needed to feel better.,Evidence
3245,6,I appreciated the clarity of the process during the MRI Scan.,Counterclaim
3246,1,The X-ray Imaging was quick and painless. Highly recommend it.,Claim
3247,10,The Chiropractic Adjustment was conducted efficiently and professionally.,Counterclaim
3248,2,I had an awful experience with the General Checkup. The staff was rude.,Claim
3249,8,The Dental Cleaning was thorough and informative. Great service.,Rebuttal
3250,3,The Blood Test was conducted efficiently and professionally.,Claim
